hits,loadtime,datatransferred,cdn,reference,bot,duration
35,194.52,3.22,Microsoft,External,Human,86.71650592
33,253.77,3.49,Microsoft,Direct,Human,49.16303636
51,240.21,2.49,Beluga,Direct,Bot,93.11939318
54,229.52,3.02,DDOS-GUARD,Direct,Bot,101.0872721
50,248.68,2.52,Cloudflare,Direct,Bot,79.79576502
69,250.6,3.02,Cloudflare,Direct,Bot,138.1560337
60,241.07,2.25,Microsoft,External,Bot,110.5595689
58,237.42,2.91,Microsoft,Direct,Bot,105.9479919
51,245.61,2.8,Cloudflare,Direct,Bot,99.03366191
54,222.93,3.34,DDOS-GUARD,Direct,Bot,118.739732
51,231.96,2.63,Cloudflare,Direct,Human,102.3092851
44,206.62,3.76,Microsoft,Direct,Human,94.94910767
52,223.24,3.26,DDOS-GUARD,External,Human,110.427029
62,261.8,3.67,Microsoft,Direct,Bot,100.9933166
56,232.41,1.87,Microsoft,External,Bot,110.5116632
37,256.81,3.25,Beluga,Direct,Human,49.53150906
48,235.93,1.81,Microsoft,Direct,Human,95.62623205
29,245.39,3.54,DDOS-GUARD,External,Human,42.71438503
72,224.79,2.78,Microsoft,Direct,Bot,141.4113635
53,265.29,2.28,Microsoft,Direct,Bot,84.3051123
43,256.65,3.43,Cloudflare,Direct,Human,72.63225961
50,286.54,3.23,Cloudflare,Direct,Bot,65.44527384
49,233.8,3.16,Beluga,Direct,Human,88.36396816
57,238.95,3.06,Microsoft,Direct,Bot,103.9890982
48,242.33,3.4,Beluga,External,Human,82.5117799
48,237.23,3,Microsoft,Direct,Human,91.66065163
55,271.35,2.84,Beluga,External,Bot,87.52085685
44,263.75,2.72,Beluga,Direct,Human,54.88213659
50,276.63,3.03,Beluga,Direct,Bot,68.08221985
49,227.31,3.2,Cloudflare,External,Human,96.03756624
40,245.05,1.88,Microsoft,Direct,Human,58.15183367
60,210.96,3.54,DDOS-GUARD,External,Bot,134.4262169
68,225.01,2.85,Microsoft,External,Bot,130.117264
33,258.5,3.74,Cloudflare,Direct,Human,40.69476443
59,209.6,2.64,DDOS-GUARD,External,Bot,131.6108611
57,209.87,3.69,DDOS-GUARD,Direct,Human,131.4084542
48,232.94,3.44,Cloudflare,External,Human,91.19825639
64,234.52,2.6,Microsoft,Direct,Bot,114.3170302
47,241.9,3.42,Microsoft,External,Human,91.49166166
39,244.32,3.25,DDOS-GUARD,External,Human,65.89304407
46,238.5,2.91,Cloudflare,Direct,Human,82.79331489
59,211.34,2.8,DDOS-GUARD,External,Bot,126.743398
50,268.05,2.45,Microsoft,External,Bot,81.24723941
48,236.88,2.67,Beluga,External,Human,95.05186704
39,254.27,2.64,DDOS-GUARD,Direct,Human,57.48730556
60,245.19,2.97,Microsoft,Direct,Bot,109.4374913
53,244.53,3.14,Cloudflare,External,Bot,104.0246787
37,260.05,3.4,Beluga,External,Human,57.19358238
43,214.6,2.2,Microsoft,External,Human,96.38524266
52,195.83,3.56,Microsoft,Direct,Human,121.6420526
46,260.15,3.64,Cloudflare,External,Human,69.47890371
70,196.09,3.1,DDOS-GUARD,External,Bot,157.561843
46,247.33,2.9,Cloudflare,Direct,Human,80.99347105
65,254.16,2.76,Cloudflare,Direct,Bot,105.1508119
66,211.48,2.33,Cloudflare,External,Bot,132.2040576
39,248.09,3.62,Beluga,External,Human,71.46923455
47,212.19,3.1,Cloudflare,External,Human,102.2921729
56,241.17,3.44,Microsoft,External,Bot,100.6708002
37,240.48,2.65,Microsoft,Direct,Human,58.46432632
53,215.26,2.85,DDOS-GUARD,Direct,Human,110.581831
62,227.1,3.05,Cloudflare,Direct,Bot,127.161909
34,210.29,3.49,Beluga,External,Human,70.56444397
56,273.82,3.11,Cloudflare,External,Bot,85.24774272
39,232.49,3.4,Beluga,External,Human,75.61191763
42,236.98,2.63,Cloudflare,Direct,Human,82.29171976
49,226.14,3.46,Microsoft,Direct,Human,97.94557966
39,237.53,3.29,DDOS-GUARD,External,Human,73.01215598
47,280.42,2.19,Beluga,External,Bot,62.1266495
65,234.81,3.02,Beluga,External,Bot,125.1347976
43,210.96,3.1,Microsoft,External,Human,92.09404255
69,266.61,3.37,Cloudflare,External,Bot,115.182254
52,248.52,3.16,Cloudflare,External,Bot,86.93205163
41,252.14,3.36,Microsoft,External,Human,63.489669
60,248.83,3.52,Microsoft,External,Bot,103.7840815
63,262.66,2.34,Beluga,Direct,Bot,107.6346404
54,219.53,2.75,DDOS-GUARD,External,Human,120.0206954
54,248.72,2.68,Microsoft,External,Bot,90.95639522
52,239.02,3.41,Microsoft,External,Bot,96.8363502
52,226.43,3.77,Beluga,External,Human,104.2971403
37,222.24,2.73,Microsoft,Direct,Human,79.50500598
41,251.12,2.58,Microsoft,External,Human,58.79390959
46,232.57,3,Microsoft,External,Human,92.50920762
43,220.96,3.73,Beluga,External,Human,95.69205081
43,228.48,2.26,Cloudflare,External,Human,91.71719402
40,238.52,3.61,DDOS-GUARD,Direct,Human,71.11489369
71,261.3,3.09,Beluga,External,Bot,121.909917
41,255.6,3.07,DDOS-GUARD,External,Human,65.50510801
56,241.56,3.39,Cloudflare,External,Bot,98.44663482
39,243.03,2.53,Microsoft,External,Human,69.01823297
56,253,2.25,Beluga,External,Bot,94.77962683
40,242.46,2.55,Beluga,External,Human,61.25232324
50,233.06,2.93,Beluga,Direct,Human,91.16949658
63,237.42,2.57,Microsoft,External,Bot,113.5619264
55,218.35,3.21,Beluga,Direct,Human,120.3769588
53,262.41,3.08,DDOS-GUARD,Direct,Bot,89.51244828
49,240.78,2.72,DDOS-GUARD,External,Human,96.57157936
40,221.38,3.72,Beluga,Direct,Human,89.99355108
51,249.8,3.09,Cloudflare,External,Bot,94.36388186
63,268.15,3.9,Beluga,Direct,Bot,103.132059
50,210.31,3.57,DDOS-GUARD,External,Human,110.1760943
52,243.68,3.4,Beluga,External,Bot,93.78597942
64,235.53,3.17,Beluga,External,Bot,114.6952589
49,257.35,2.84,DDOS-GUARD,External,Bot,89.08582241
51,224.98,2.75,Cloudflare,External,Human,108.1720529
46,223.06,3.75,Beluga,External,Human,104.4957569
38,266.17,2.48,DDOS-GUARD,External,Human,54.47387805
51,237.7,3.14,Beluga,External,Bot,96.28591691
71,258.2,3.54,Beluga,Direct,Bot,117.8096721
57,223.12,2.97,Microsoft,External,Bot,123.0412158
50,250.77,2.62,Beluga,Direct,Bot,91.35274129
45,232.88,2.99,Cloudflare,External,Human,85.64582858
63,242.48,2.91,Beluga,External,Bot,127.453776
48,253.62,3.52,Cloudflare,External,Bot,79.50770971
77,245.4,2.53,Microsoft,Direct,Bot,147.9267198
35,226.36,2.74,Microsoft,External,Human,74.9496581
50,239.74,3.06,Beluga,External,Human,93.82732711
47,219.37,2.79,Cloudflare,External,Human,104.7737293
52,253.93,3.28,Microsoft,External,Bot,87.79515121
53,264.59,2.55,Cloudflare,Direct,Bot,79.08758562
42,221.68,3.27,Cloudflare,External,Human,83.85912803
34,230.6,3.92,Beluga,Direct,Human,71.27993863
45,190.83,3.11,Cloudflare,Direct,Human,111.0014359
59,265.96,2.79,Beluga,External,Bot,97.09129572
58,237.89,3.27,Beluga,External,Bot,109.0327923
62,206.18,3.01,Microsoft,Direct,Bot,143.733942
48,252.7,3.19,Microsoft,External,Bot,80.91088096
43,256.21,2.57,Cloudflare,Direct,Human,71.41786433
41,226.22,2.92,DDOS-GUARD,External,Human,81.73558051
43,280.16,2.28,Microsoft,External,Bot,62.04925243
51,226.95,2.89,Beluga,External,Human,102.1312263
46,252.72,2.77,Cloudflare,Direct,Human,79.53211219
55,239.38,2.5,Beluga,External,Bot,90.66437953
40,239.5,2.84,Beluga,Direct,Human,84.58505558
57,228.86,3.1,Beluga,External,Bot,114.2415925
48,205.41,3.03,Microsoft,External,Human,116.8142471
52,249.27,2.53,Cloudflare,External,Bot,95.1405044
61,234.26,3.63,Microsoft,Direct,Bot,108.4131053
42,242.37,2.89,DDOS-GUARD,Direct,Human,68.48464966
48,257.03,2.02,DDOS-GUARD,External,Bot,82.54565528
37,214.58,2.97,Microsoft,External,Human,79.54715067
51,234.34,2.91,DDOS-GUARD,Direct,Human,92.30039547
49,225.25,3.11,Cloudflare,Direct,Human,90.96824318
58,225.32,3.32,DDOS-GUARD,Direct,Bot,116.7965808
53,229.08,2.43,DDOS-GUARD,External,Bot,108.8398705
40,231.06,3.35,Beluga,External,Human,73.41277538
57,267.42,3.75,Cloudflare,Direct,Bot,89.9873857
59,254.98,2.69,Cloudflare,External,Bot,106.9649632
37,241.4,2.93,DDOS-GUARD,External,Human,65.75456056
50,254.03,3.59,Cloudflare,Direct,Bot,81.36292389
44,251.38,2.95,Cloudflare,External,Human,70.77888403
42,259.91,2.73,Beluga,Direct,Human,58.94142069
52,261.54,3.51,DDOS-GUARD,Direct,Bot,88.25845453
44,248.36,2.83,Cloudflare,External,Human,75.73507278
67,213.23,3.02,DDOS-GUARD,External,Bot,135.7133662
54,250.81,3.35,DDOS-GUARD,Direct,Bot,89.99439684
43,212.41,3.21,DDOS-GUARD,Direct,Human,98.10282315
42,263.76,4,Microsoft,External,Human,72.38224796
57,251.17,2.72,DDOS-GUARD,External,Bot,102.2701194
48,249.82,2.26,Microsoft,Direct,Human,81.42070352
46,227.17,2.25,DDOS-GUARD,External,Human,93.93321384
52,209.84,2.28,Beluga,External,Human,115.0789466
60,232.64,3.27,Cloudflare,External,Bot,115.1849569
47,230.73,2.65,DDOS-GUARD,Direct,Human,99.01908339
46,235.67,3.45,DDOS-GUARD,External,Human,87.85767395
44,240.86,2.75,DDOS-GUARD,Direct,Human,75.4602965
54,232.65,3.23,Cloudflare,Direct,Bot,102.3348108
44,195.31,2.98,Beluga,Direct,Human,115.0281841
57,256.56,3.4,Microsoft,External,Bot,86.46032425
55,256.98,3.09,Beluga,External,Bot,88.27574506
45,266.24,3.19,Microsoft,External,Human,63.76504908
55,263.25,2.03,Microsoft,External,Bot,88.24429143
44,241.94,3.06,Beluga,Direct,Human,78.21196051
57,243.37,3.17,DDOS-GUARD,External,Bot,109.3739481
64,258.99,1.64,Beluga,Direct,Bot,112.0558235
36,202.87,3.35,Cloudflare,Direct,Human,90.6253833
52,221.55,2.27,Beluga,External,Human,102.2623341
57,233.97,2.5,Beluga,External,Bot,114.9155142
52,234.9,3.57,Microsoft,External,Bot,92.65654984
40,232.7,3.24,Cloudflare,External,Human,75.43430204
40,226.28,3.21,DDOS-GUARD,Direct,Human,90.41675054
51,238.61,3.44,Microsoft,External,Bot,96.6173081
42,250.1,2.59,Cloudflare,External,Human,73.48427285
41,214.15,3.01,Cloudflare,External,Human,89.78433406
39,220.73,2.37,Microsoft,External,Human,83.91976283
57,242.89,2.44,DDOS-GUARD,Direct,Bot,116.1249567
41,211.01,2.76,DDOS-GUARD,External,Human,94.37884724
46,237.37,3.08,Microsoft,External,Human,82.36305033
61,238.45,3.1,Cloudflare,Direct,Bot,122.6201412
53,235.47,3.03,Beluga,Direct,Bot,101.648948
47,258.96,3.17,Beluga,Direct,Bot,76.54906624
50,235.38,2.41,Microsoft,Direct,Human,99.82230142
56,255.45,2.88,DDOS-GUARD,External,Bot,99.94166343
42,263.7,3.77,DDOS-GUARD,External,Human,55.67381042
59,194.95,2.48,Beluga,External,Human,138.8946053
45,257.02,3.62,DDOS-GUARD,Direct,Human,66.78715935
70,225.84,3.71,Microsoft,Direct,Bot,134.2497451
32,275.57,2.89,Cloudflare,Direct,Human,31.30106348
39,239.7,4.2,DDOS-GUARD,Direct,Human,73.80431845
55,231.39,3.13,DDOS-GUARD,External,Bot,107.0352233
53,216.17,3.25,Beluga,Direct,Human,102.1250149
45,223.55,1.91,Microsoft,Direct,Human,82.67885658
53,252.73,2.76,DDOS-GUARD,External,Bot,80.32623729
44,212.42,3.57,Cloudflare,External,Human,89.80058324
42,251.17,2.81,DDOS-GUARD,Direct,Human,65.63531557
53,214.71,3.37,Cloudflare,Direct,Human,113.2773849
53,234.06,3.01,Microsoft,Direct,Bot,97.85339193
40,233.25,2.27,Cloudflare,Direct,Human,70.85642987
58,248.51,3.38,Cloudflare,External,Bot,102.928909
45,233.4,3.07,DDOS-GUARD,Direct,Human,85.35980461
59,231.81,3.48,Microsoft,Direct,Bot,111.5112712
44,219.81,2.34,Microsoft,Direct,Human,95.95593522
52,250.45,2.76,Beluga,Direct,Bot,81.67756073
45,241.45,3.58,DDOS-GUARD,External,Human,83.8292951
44,248.16,2.92,DDOS-GUARD,Direct,Human,75.0294965
53,232.09,2.87,Beluga,Direct,Bot,107.2037305
47,226.93,3.53,Microsoft,External,Human,86.5116322
35,234.48,2.96,Microsoft,Direct,Human,62.80425551
54,215.25,3.51,Beluga,External,Human,113.3602836
45,226.29,2.84,DDOS-GUARD,External,Human,95.98033705
39,242.45,3.81,Microsoft,External,Human,68.03869338
52,297.62,3.33,DDOS-GUARD,Direct,Bot,54.84006316
56,259.11,3.48,Microsoft,Direct,Bot,92.97098318
21,264.21,2.33,Beluga,Direct,Human,13.45854684
53,205.04,2.71,Cloudflare,External,Human,114.438914
27,245.56,2.73,Microsoft,Direct,Human,49.01344389
40,274.69,3.77,Beluga,Direct,Human,56.21154758
56,269.09,3.49,Cloudflare,Direct,Bot,83.08980175
58,221.98,3.38,Microsoft,External,Bot,113.4743385
40,246.27,3.58,Beluga,Direct,Human,78.91365977
49,227.51,2.96,Microsoft,External,Human,103.0603583
43,239.87,3.44,Microsoft,Direct,Human,85.52998233
48,254.57,2.66,DDOS-GUARD,Direct,Bot,84.72277808
57,260.64,3.46,Microsoft,Direct,Bot,101.4216733
58,185.69,3.31,Microsoft,External,Human,143.6246063
66,246.46,2.93,Cloudflare,External,Bot,113.4930191
46,221.55,2.59,Beluga,Direct,Human,101.5913798
49,237.11,2.32,DDOS-GUARD,Direct,Human,93.92406212
53,242.87,2.51,Microsoft,Direct,Bot,89.19985243
50,265.35,3.02,DDOS-GUARD,External,Bot,75.05750884
56,248.09,2.87,Cloudflare,External,Bot,100.3223032
46,267.46,2.15,Microsoft,External,Bot,58.27294091
66,242.08,3.9,Cloudflare,Direct,Bot,124.5664021
52,203.92,2.45,Beluga,Direct,Human,122.6903741
47,235.79,3.48,Microsoft,Direct,Human,91.86781959
40,209.21,2.46,Microsoft,External,Human,96.41453969
39,280.39,3.5,DDOS-GUARD,Direct,Human,43.87961567
42,217.82,3.49,Cloudflare,External,Human,93.98437052
62,225.16,2.78,Cloudflare,External,Bot,124.966874
64,244.27,4.16,DDOS-GUARD,Direct,Bot,109.6555668
41,234.1,2.45,DDOS-GUARD,External,Human,85.16795085
55,260.59,2.42,Cloudflare,Direct,Bot,94.52155107
43,231.49,2.64,Beluga,External,Human,78.98784861
45,237.55,3.12,Cloudflare,External,Human,83.4046626
64,219.99,2.43,Microsoft,External,Bot,134.6128568
51,245.58,3.71,Cloudflare,Direct,Bot,89.9081176
63,218.73,2.13,Microsoft,Direct,Bot,129.7294732
50,241.13,2.77,Microsoft,Direct,Bot,86.98980583
52,230.89,3.56,Cloudflare,Direct,Human,101.0191562
45,246.98,3.31,Beluga,External,Human,83.356477
30,220.04,3.78,Microsoft,External,Human,69.91596504
59,245.94,3.39,DDOS-GUARD,External,Bot,102.6179993
48,225.13,3.07,Cloudflare,Direct,Human,94.3776356
63,259.27,3.53,DDOS-GUARD,External,Bot,102.2084046
47,258.55,2.85,Beluga,Direct,Bot,74.12398034
61,237.38,3.5,Microsoft,External,Bot,121.093749
43,198.89,2.7,DDOS-GUARD,External,Human,109.2041814
61,230.34,4.34,Cloudflare,Direct,Bot,121.5004076
60,272.97,3.04,Microsoft,Direct,Bot,94.23988055
59,248.35,2.63,Cloudflare,External,Bot,104.9167552
58,213.69,3.74,Cloudflare,External,Bot,124.7612012
56,276.46,3.22,DDOS-GUARD,External,Bot,71.17913939
46,232.68,2.76,Beluga,Direct,Human,82.44361524
41,254.09,2.8,DDOS-GUARD,External,Human,69.76410794
52,223.25,2.84,Microsoft,Direct,Human,105.0008932
55,242.12,2.4,DDOS-GUARD,External,Bot,100.1323315
57,238.6,2.47,DDOS-GUARD,External,Bot,112.6596898
49,259.21,3.05,Beluga,External,Bot,75.78572537
54,244.46,3.21,Cloudflare,Direct,Bot,102.2387465
39,214.34,3.89,Beluga,Direct,Human,88.08345375
56,248.21,2.96,Beluga,Direct,Bot,103.3285839
44,240.57,3.22,Beluga,External,Human,69.51974912
60,241.87,3.74,Cloudflare,External,Bot,120.2663614
49,249.64,3.16,DDOS-GUARD,External,Bot,80.48972019
46,228.41,2.49,DDOS-GUARD,External,Human,98.31578719
40,227.07,3.53,DDOS-GUARD,Direct,Human,82.86882382
40,245.64,3.44,Microsoft,Direct,Human,69.58631464
43,232.76,3.91,Cloudflare,Direct,Human,79.44809248
57,249.39,4.25,DDOS-GUARD,External,Bot,100.4707599
37,236.25,2.65,Beluga,External,Human,80.5777079
29,264.53,3.06,DDOS-GUARD,Direct,Human,37.42747321
39,271.93,2.57,Microsoft,External,Human,52.46654599
52,272.78,2.22,Microsoft,Direct,Bot,79.78302862
61,274.8,2.46,Microsoft,Direct,Bot,99.7239642
50,262.72,3.59,DDOS-GUARD,External,Bot,78.19091074
41,211.77,2.8,DDOS-GUARD,External,Human,84.11434502
39,259.37,3.21,Microsoft,External,Human,57.15392187
51,265.41,2.43,Microsoft,Direct,Bot,80.10056594
37,244.14,2.89,Microsoft,Direct,Human,57.28268521
34,243.03,3.2,Beluga,Direct,Human,50.51575132
49,248.79,3.31,DDOS-GUARD,Direct,Bot,85.5963717
39,229.88,2.24,Microsoft,Direct,Human,76.97131932
38,248.87,2.46,Cloudflare,External,Human,72.79264905
41,251.26,3.1,Cloudflare,Direct,Human,68.30852997
45,212.39,3.19,DDOS-GUARD,External,Human,100.6838628
44,252.84,3.14,Beluga,Direct,Human,69.93575818
30,234.32,3.17,Cloudflare,Direct,Human,52.83246304
53,210.05,2.48,Microsoft,External,Human,120.2867604
50,211.01,3.49,Microsoft,External,Human,106.9637099
53,193.53,3.64,Beluga,External,Human,126.3527506
40,226.95,3.62,Beluga,External,Human,85.64133439
58,230.76,3.11,Microsoft,External,Bot,108.4712374
49,265.87,2.65,Microsoft,External,Bot,69.60048652
53,265,2.41,DDOS-GUARD,External,Bot,93.71783237
46,258.36,3.49,Cloudflare,External,Human,75.02611695
51,229.27,2.72,Beluga,External,Human,98.08456392
70,220.78,2.74,DDOS-GUARD,Direct,Bot,149.902906
67,237.43,3.51,Microsoft,External,Bot,127.9210201
47,279.19,2.8,Microsoft,External,Bot,66.43602122
66,234.9,3.19,DDOS-GUARD,External,Bot,117.689493
49,261.36,3.74,Microsoft,External,Bot,71.86865812
59,257.73,2.87,Microsoft,Direct,Bot,100.9996991
43,236.4,2.32,Microsoft,External,Human,71.49349007
52,240.19,3.28,Beluga,External,Bot,102.0558938
56,193.01,3.24,Cloudflare,Direct,Human,124.4931758
52,227.98,2.51,Microsoft,Direct,Human,107.8036162
61,261.01,2.78,Microsoft,Direct,Bot,108.2372048
48,222.52,2.6,DDOS-GUARD,Direct,Human,99.10480108
42,237.1,2.84,Beluga,Direct,Human,80.79713314
37,219.46,3.33,Cloudflare,External,Human,79.93353881
52,205.34,2.16,DDOS-GUARD,External,Human,122.1388581
50,244.79,2.68,Microsoft,External,Bot,95.74581468
68,249.98,2.78,Cloudflare,External,Bot,120.0565844
57,242.74,2.85,Cloudflare,External,Bot,101.4281769
60,252.48,2.3,Beluga,Direct,Bot,106.3818943
58,223.63,2.28,DDOS-GUARD,External,Bot,125.5572646
38,253.36,3.74,Beluga,External,Human,64.14065843
61,232.1,3.15,Microsoft,External,Bot,117.2082803
53,213.83,2.78,DDOS-GUARD,External,Human,113.8209024
39,263.63,2.18,DDOS-GUARD,Direct,Human,62.41623735
47,234.76,2.51,Cloudflare,External,Human,89.05213669
63,259.63,2.5,DDOS-GUARD,External,Bot,107.6713801
55,251.66,3.7,DDOS-GUARD,External,Bot,86.57932279
49,236.38,3.19,Cloudflare,Direct,Human,89.04852665
54,231.22,2.23,Cloudflare,External,Bot,102.2637023
55,249.61,2.61,Cloudflare,Direct,Bot,100.3740015
49,244.55,3.02,Beluga,External,Human,86.22701278
54,244.96,2.75,Microsoft,External,Bot,97.61701543
44,207.57,2.88,Beluga,External,Human,95.83841088
69,240.96,3.52,Beluga,Direct,Bot,133.6634615
40,225.52,2.68,Beluga,External,Human,82.10385883
52,237.04,3.12,Microsoft,Direct,Bot,98.90986686
55,273.56,2.34,Microsoft,External,Bot,83.45561525
49,233.53,2.64,Beluga,Direct,Human,90.2662608
55,277.48,2.43,Cloudflare,External,Bot,74.02768023
56,211.7,2.47,Microsoft,Direct,Human,128.608191
67,275.75,3.21,DDOS-GUARD,Direct,Bot,108.2089375
60,248.77,2.23,Cloudflare,External,Bot,113.9043086
50,231.47,2.09,Microsoft,Direct,Human,90.68651698
65,232.65,2.69,Beluga,External,Bot,128.0443558
54,238.93,2.9,DDOS-GUARD,Direct,Bot,97.74791704
68,246.84,2.57,Beluga,External,Bot,117.3768334
49,253.42,2.59,Cloudflare,Direct,Bot,81.23287739
53,245.67,2.46,Microsoft,Direct,Bot,96.99654684
48,245.89,2.32,Microsoft,External,Human,89.88347499
39,252.43,4.01,DDOS-GUARD,External,Human,63.26175409
49,241.7,2.38,DDOS-GUARD,External,Human,86.23890239
55,209.09,2.97,DDOS-GUARD,External,Human,126.7352965
49,248.15,2.69,DDOS-GUARD,Direct,Bot,83.02462697
44,272.85,3.07,Cloudflare,External,Human,61.80826357
67,250.06,2.76,Cloudflare,Direct,Bot,118.9820931
57,265.09,3.16,Beluga,External,Bot,89.5191028
55,251.62,2.68,Cloudflare,Direct,Bot,102.0420807
52,196.35,3.78,Cloudflare,External,Human,118.3859419
45,245.13,2.58,Microsoft,External,Human,82.07944114
72,226.93,2.69,Cloudflare,External,Bot,140.2264566
40,237.72,3.17,DDOS-GUARD,External,Human,77.5469847
59,231.22,3.65,Cloudflare,External,Bot,118.3016611
41,229.29,3.66,Cloudflare,External,Human,77.9644244
63,237,2.39,Microsoft,Direct,Bot,114.273602
48,237.74,3.12,DDOS-GUARD,External,Human,91.60602278
47,244.23,3.73,Cloudflare,External,Human,89.79422133
47,204.97,2.88,Cloudflare,Direct,Human,115.7341704
67,220.58,2.79,Beluga,External,Bot,140.0170812
66,236.52,2.84,DDOS-GUARD,Direct,Bot,128.3840039
38,237.84,2.03,Cloudflare,Direct,Human,63.44733935
58,256.04,2.93,Cloudflare,External,Bot,101.927088
42,208.7,1.95,Cloudflare,Direct,Human,98.59811178
42,261.67,2.52,Cloudflare,Direct,Human,58.77854276
69,232.69,3.36,DDOS-GUARD,External,Bot,126.1425418
56,262.26,2.66,Cloudflare,External,Bot,82.89551878
47,252.34,2.69,Beluga,External,Human,91.1244534
45,244.66,3.66,Cloudflare,Direct,Human,73.99641487
56,244.03,4.01,DDOS-GUARD,Direct,Bot,108.3782551
68,275.18,2.94,DDOS-GUARD,Direct,Bot,102.7077626
65,244.86,2.18,DDOS-GUARD,External,Bot,123.8815995
66,243.48,3.02,Microsoft,External,Bot,119.8668922
55,238.39,3.13,Beluga,External,Bot,101.6188919
48,216.29,2.42,Cloudflare,External,Human,97.14291818
43,255.84,2.96,Beluga,External,Human,56.22643121
51,211.58,2.36,Microsoft,Direct,Human,108.3930737
28,228.99,3.14,Cloudflare,Direct,Human,46.6354435
53,233.78,3.94,DDOS-GUARD,External,Bot,103.5428618
60,223.79,3.04,DDOS-GUARD,Direct,Bot,121.8523557
38,218.91,2.97,Beluga,Direct,Human,85.95361855
42,230.09,2.95,Cloudflare,Direct,Human,80.65246028
57,273.36,3.36,DDOS-GUARD,Direct,Bot,84.62418101
57,207.86,3.11,DDOS-GUARD,Direct,Human,120.5979034
45,255.52,3.24,Beluga,External,Human,71.67375931
55,217.01,2.04,DDOS-GUARD,Direct,Human,128.3720102
42,240.64,3.63,Microsoft,Direct,Human,74.01509992
41,273.8,3.24,Beluga,External,Human,55.70388425
39,214.89,3.08,DDOS-GUARD,Direct,Human,80.28463286
44,237.44,3.17,DDOS-GUARD,Direct,Human,79.80610353
58,258.72,3.08,Cloudflare,External,Bot,97.33249417
66,259.45,3.57,DDOS-GUARD,External,Bot,126.1343351
52,227.75,2.82,Beluga,Direct,Human,103.4582007
56,240.19,2.55,DDOS-GUARD,Direct,Bot,106.867629
60,238.76,2.99,Microsoft,Direct,Bot,114.8774636
40,222.1,2.67,Cloudflare,External,Human,83.96672548
52,262.7,3.51,Microsoft,Direct,Bot,75.63865407
41,243.94,3.69,DDOS-GUARD,External,Human,76.31074747
48,273.36,3.55,Cloudflare,Direct,Bot,57.63680497
55,237.27,3.21,Microsoft,External,Bot,105.163102
51,222.82,2.99,Cloudflare,Direct,Human,109.6019384
46,233.31,3.94,Cloudflare,Direct,Human,86.82219366
45,268.96,2.28,Cloudflare,External,Bot,62.7878327
55,221.41,3.68,DDOS-GUARD,Direct,Bot,112.853511
52,216.86,3.62,Cloudflare,External,Human,103.9411262
55,261.11,3.53,Microsoft,External,Bot,93.03276109
47,227.23,2.89,DDOS-GUARD,External,Human,96.05637101
33,237.16,2.24,DDOS-GUARD,External,Human,61.0156309
39,227.66,3.09,Microsoft,External,Human,80.12927942
54,245.82,3.29,Beluga,External,Bot,98.64470121
56,214.36,3.7,Microsoft,External,Human,122.619216
49,239.35,3.42,Microsoft,Direct,Human,80.73938598
53,241.48,3.12,Cloudflare,Direct,Bot,97.6532262
61,261.82,2.79,Cloudflare,External,Bot,106.0350194
54,219.68,3.1,Cloudflare,External,Human,124.4762893
72,250.34,3.02,Beluga,External,Bot,123.3180553
42,226.01,3.85,Cloudflare,External,Human,91.02995805
59,246.09,2.57,Cloudflare,External,Bot,103.0485741
38,199.38,3.69,Microsoft,External,Human,94.39591555
45,226.59,2.48,Beluga,External,Human,79.95718359
49,229.76,2.52,DDOS-GUARD,External,Human,94.26664868
48,235.86,3.2,DDOS-GUARD,External,Human,96.45356315
44,248.21,3.21,Microsoft,External,Human,77.3727391
61,282.48,2.76,Microsoft,Direct,Bot,92.45830183
39,207.87,3.38,Beluga,Direct,Human,82.99458319
60,271.9,4.08,DDOS-GUARD,External,Bot,93.2633879
59,227.82,2.42,DDOS-GUARD,External,Bot,119.2063568
44,256.52,2.56,Microsoft,Direct,Human,71.34087403
53,270.96,3.58,Beluga,External,Bot,81.69377371
34,216.38,2.42,Microsoft,Direct,Human,81.07347477
40,273.44,2.76,Cloudflare,Direct,Human,51.98943895
58,240.68,3.37,DDOS-GUARD,External,Bot,114.8910288
59,231.17,2.41,Microsoft,Direct,Bot,117.6329509
70,224.72,2.38,Cloudflare,Direct,Bot,139.1511372
56,240.16,2.63,Microsoft,External,Bot,105.5946784
47,227.42,2.29,Beluga,Direct,Human,98.41028078
39,230.42,2.15,Cloudflare,Direct,Human,74.81575928
59,250.45,2.81,Cloudflare,Direct,Bot,105.7461171
50,242.18,3.32,DDOS-GUARD,Direct,Bot,87.52975808
43,218.27,3.4,DDOS-GUARD,Direct,Human,91.18829569
42,262.53,3.5,Beluga,Direct,Human,63.5537302
44,227.61,3.64,Microsoft,External,Human,79.67674951
40,240.53,3.54,Cloudflare,External,Human,67.2641608
39,253.91,2.61,DDOS-GUARD,Direct,Human,69.92786041
58,251.2,2.82,Microsoft,Direct,Bot,104.1219229
55,259.61,4.05,Beluga,Direct,Bot,99.18744134
59,230.68,2.86,Microsoft,Direct,Bot,112.3465852
43,250.24,2.9,Cloudflare,Direct,Human,79.83992838
69,228.96,3.17,Cloudflare,External,Bot,135.2955461
50,245.58,2.49,Microsoft,External,Bot,87.91061991
48,226.06,3.17,Beluga,Direct,Human,95.33883185
50,281.63,3.05,Cloudflare,External,Bot,65.08573816
46,218.66,4.17,Beluga,Direct,Human,102.7123235
